,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,rt.sulfur.dioxide
2841,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6,4.795831523
1213,7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,5.656854249
4161,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.744562647
3158,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,6.164414003
674,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,4.242640687
3913,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,5.830951895
1051,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5,5.385164807
3315,6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,8.124038405
4043,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,5
1918,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,4.472135955
3120,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,5,1.732050808
1695,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6,6.8556546
499,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5,3.605551275
553,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,5.656854249
3967,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,6
3151,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,3.464101615
478,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,5.385164807
4496,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6,8.426149773
4645,6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,6.32455532
1468,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,5.477225575
1004,6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,7,4.242640687
1608,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,6.633249581
3848,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,6
769,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,6.403124237
4843,6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,7.071067812
3851,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,4.472135955
2060,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,5,5.567764363
4535,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,5.916079783
919,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,5.196152423
1816,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,3.16227766
917,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7,6
1895,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,5.567764363
4356,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,5.830951895
2471,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5,5.830951895
4476,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6,6.08276253
2764,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2
4009,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,5
3760,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,6.8556546
4246,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,6.480740698
236,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,7.416198487
1354,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,6.32455532
149,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,4.358898944
3060,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,4.795831523
3721,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,6.32455532
2048,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,5,5.291502622
4636,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6,5.099019514
1697,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,6.8556546
135,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,5,7.416198487
2495,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4,4.472135955
1951,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,7
4438,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,5
2069,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,5.099019514
3780,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,5.567764363
579,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,5.099019514
2356,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,3.741657387
744,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,6.164414003
858,8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,7.681145748
4571,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6,3.464101615
3470,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,8.246211251
3305,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,6.403124237
2284,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,8.185352772
96,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,7.874007874
707,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,7.071067812
4341,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,6.708203932
449,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,4.898979486
4854,5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,4.472135955
387,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,4.898979486
3582,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,4.358898944
4763,5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,7,4.358898944
3781,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,7.810249676
4230,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3.31662479
3575,8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6,4.898979486
2780,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5,6.480740698
4889,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,6.164414003
3081,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,4.795831523
2686,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7,5.291502622
3993,6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7,5.099019514
1116,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,5.744562647
983,5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,3.872983346
1452,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5,3.31662479
4051,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,5
1678,7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,7.745966692
2675,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7,4.795831523
3396,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,6.92820323
576,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,6.8556546
2700,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,5.099019514
2291,7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,4.582575695
3725,5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6,5.385164807
1429,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,5.291502622
782,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6,6.633249581
2392,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,5.656854249
713,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,5.567764363
1062,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,6.708203932
645,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,5.656854249
4845,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6,6.164414003
2178,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7,4.795831523
318,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,6
2734,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4.898979486
3956,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,5.830951895
3977,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,5.916079783
3394,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,5.916079783
1594,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,3
281,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,4.69041576
3451,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7,6.557438524
3722,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,5.291502622
4732,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,7.280109889
4388,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,5.830951895
2166,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,3.872983346
2134,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,4.69041576
3083,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,3.16227766
2220,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7,6
3476,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,4.69041576
2198,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,6,5.099019514
3107,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,5.291502622
2448,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6,4.582575695
749,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,6.633249581
4644,6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,6.8556546
968,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,6.164414003
4165,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,3.605551275
3128,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,5,3.16227766
3677,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,5
555,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,5.656854249
3118,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,6.403124237
693,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,6
1006,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,4.242640687
1371,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,4.795831523
1167,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,3.605551275
538,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,7.280109889
3354,6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,5.567764363
673,7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,6.782329983
3655,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,4.123105626
2741,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,7.348469228
2464,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7,6.08276253
4097,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,3.605551275
4135,6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,5.099019514
3573,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,2.645751311
4740,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6,5.567764363
2688,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5,7.483314774
4802,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7,6.633249581
2023,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,6.708203932
1207,7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6,7.810249676
1493,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5,6.8556546
2905,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8,7,6.32455532
2554,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,7.937253933
890,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,5.830951895
4551,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6,4.472135955
3734,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,6.244997998
1080,6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,5.385164807
4877,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7,5.830951895
2676,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,4.795831523
834,6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6,5.196152423
1821,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,3.16227766
1945,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,7.810249676
33,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,5.567764363
1406,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4,3
1410,7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,5.385164807
864,6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,4.898979486
3453,8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,3.605551275
3710,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,7.280109889
1798,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,6.08276253
3111,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,4.358898944
2907,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,7.681145748
4363,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,5.477225575
4329,6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,5.291502622
2571,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,6.244997998
349,7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,6.164414003
3332,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6,6.8556546
3886,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4.582575695
638,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,5
4672,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,8.306623863
1269,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,4.582575695
4183,7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6,3.872983346
1194,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,6.670832032
724,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,5.385164807
3383,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,5.385164807
435,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8,5.567764363
351,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,6.8556546
2620,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6,5.567764363
3463,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,6.164414003
3867,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,7.681145748
39,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,6.708203932
1878,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,4.582575695
3934,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,5.291502622
2353,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,6
4807,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,6.08276253
1249,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7,4.472135955
1330,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5,4.472135955
2080,7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,4,4.123105626
4389,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,5.291502622
3802,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,4.472135955
2139,5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,5,4.358898944
3230,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,7,6.480740698
2049,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5,5.385164807
4829,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,7.348469228
1055,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,2.236067977
708,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,7.549834435
4680,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,8.306623863
2173,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,3.31662479
4507,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6,6.164414003
307,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5,6.32455532
275,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,7.681145748
32,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,2.645751311
1448,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,4.242640687
3458,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,7.416198487
4003,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,5
1669,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7,4.472135955
4784,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,6.164414003
2519,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,3.872983346
3667,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,7.810249676
4420,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,6.08276253
4151,7.6,0.48,0.31,9.4,0.046,6,194,0.99714,3.07,0.61,9.4,5,2.449489743
2730,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,4.898979486
2006,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,6.8556546
3022,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,2.449489743
3838,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,6.403124237
3595,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,6.08276253
3078,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,7.348469228
3233,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,5,2.449489743
3493,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,5.567764363
213,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5,6.164414003
1053,7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,4.242640687
3632,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,4.582575695
3562,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,4.795831523
1795,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,4.795831523
794,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,5.291502622
764,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,6.164414003
3203,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,7,5.830951895
278,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5,3
3091,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,5.744562647
1736,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,7.483314774
4505,6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,5,4.472135955
1869,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,6.403124237
4373,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,6,4.795831523
1890,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,4.898979486
4031,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,5.477225575
3449,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,5.385164807
454,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,5.656854249
2154,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6,4.795831523
3090,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,4.472135955
1216,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,6.403124237
2817,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5,4.898979486
1606,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,5.567764363
870,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,6.08276253
2577,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,8.602325267
10,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,5.291502622
3786,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,3.31662479
1150,6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5,7.810249676
2440,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,6
4823,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6,5.916079783
3137,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,7.211102551
4549,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,7.141428429
2976,8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6,8.426149773
1824,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,5.830951895
3440,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,4.898979486
379,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6,4.123105626
4473,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,3.464101615
1870,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,6.403124237
1225,7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,5.385164807
182,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,7.810249676
3518,6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,6.164414003
2915,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,4.69041576
4320,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,5.744562647
3375,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5,7.549834435
2785,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,5.656854249
1203,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,5.916079783
1701,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,5
3606,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,5.916079783
2389,7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,2.645751311
3491,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,6.244997998
2812,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5,4.795831523
620,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,5.744562647
4360,7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6,7.211102551
4873,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5,7.071067812
585,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,5.656854249
